cpi_id,date,title,content,deception,subject,person,url,updated_link,source,speaker
606,2003-01-20,"Bob Woodward, <EM>State of Denial</EM>:<EM> </EM>President Bush Signs Secret Directive To Establish an Iraq Postwar Planning Office","On January 20, 2003, President Bush signed a secret National Security Presidential Directive, NSPD-24. The subject: setting up an ""Iraq Postwar Planning Office"" within the Defense Department.",False,Iraq,George W. Bush,,,"<P>SOURCE: Bob Woodward, <EM>State of Denial: Bush at War, Part III</EM> (New York: Simon &amp; Schuster, 2006), page 112.</P>  <P>&nbsp;</P>",
607,2003-01-21,"President Bush, Remarks After Meeting With Leading Economists","<P>Question: Thank you. Thank you, Mr. President. The French are saying they would block a U.N. resolution authorizing force on Iraq. Are you frustrated by these comments? Can you still reach a consensus? <BR><BR>The President: <SPAN class=HIGHLIGHTED>Well, Adam, first of all, it's important for the American citizens and the citizens around the world to understand that Saddam Hussein possesses some of the world's deadliest weapons. He poses a serious threat to America and our friends and allies. The world came together, including the French, to say he must disarm. He's not disarming. As a matter of fact, it appears to be a rerun of a bad movie. He is delaying, he is deceiving, he is asking for time. He's playing hide-and-seek with inspectors.</SPAN> </P>  <P>[text omitted]<BR><BR><SPAN class=HIGHLIGHTED>He wants to focus the attention of the world on inspectors. This is not about inspectors; this is about a disarmed Iraq. He has weapons of mass destruction—the world's deadliest weapons—which pose a direct threat to the United States, our citizens and our friends and allies. He has been told to disarm for 11 long years. He's not disarming.</SPAN> </P>",True,"Iraq, WMD, chemical, biological, nuclear, FS","Saddam Hussein, George W. Bush, Hans Blix",http://georgewbush-whitehouse.archives.gov/news/releases/2003/01/20030121-1.html,,"SOURCE: Office of the White House Press Secretary, remarks by George W. Bush, January 21, 2003.",George W. Bush
608,2003-01-21,"Deputy Secretary of State Richard Armitage, Remarks at the U.S. Institute of Peace","<P>Of course, they were also well aware of the looming possibility of another confrontation. I sincerely hope that not one of those young men and young women—or any of our other service members—is sent into harm's way in Iraq. That is why we at the Department of State—and indeed, across the government—are working hard to avoid. The next few days—and the next few weeks—will show us if we are going to be able to prevent such a scenario from unfolding. And I wish I were here to tell you that I am optimistic. </P>  <P>[text omitted]<BR><BR>Now, there are those who still call for some kind of ""smoking gun."" And I would understand if, over the past decade of work, the United Nations had only confirmed the existence of a total of a few dozen warheads—that it might be time to breathe a sigh of relief. But there are thousands and thousands of weapons—tons of materials and precursors—and hundreds of key documents, including a credible list of Iraqi scientists—that remain unaccounted for. </P>  <P>And not only has the United Nations documented their existence—the Iraqi regime has, unfortunately, demonstrated it—against Iran and against Iraqi Kurds in Halabja—where the population continues to show severe ill effects of the use of chemical agents. </P>  <P>[text omitted]<BR><BR>To put this fire out, Saddam is going to have to work hard. And what I want to say to all of you is nothing less than what Hans Blix is saying to the world—allowing the inspectors to do their jobs—allowing them to enter palaces and private homes of scientists—that is necessary, but it is by no means sufficient. Such cooperation is not the same as compliance. The inspection process was designed to proceed on the basis of full accounting. It was meant to confirm Iraqi disarmament, not to prove Iraqi noncompliance with U.N. Security Council resolutions. <BR><BR>As Secretary Powell noted last week, if Iraq wanted to get to the truth and wanted to satisfy the mandate, the regime would not be waiting to have the information pulled out of them—pried out of them—dug out of holes. They would be putting it all forward. But they are not. <BR><BR>Given all of these concerns—are we, the United States, sincerely giving this situation a chance to work out with some arrangement short of war? Yes, we are. Unlike Saddam Hussein—who has sacrificed something like one million of his youth to a series of pointless wars for his own personal ambition—we have to answer to the families of every one of those Midshipmen—and I can assure you that they will hold us accountable.</P>",False,"Iraq, WMD, chemical, biological, nuclear","Saddam Hussein, George W. Bush, Colin Powell, Hans Blix",http://www.state.gov/s/d/former/armitage/remarks/16784.htm,,"SOURCE: U.S. Department of State, remarks by Richard Armitage, January 21, 2003.",
609,2003-01-21,White House Press Briefing by Ari Fleischer,"<P>Question: But isn't there a distinction between the strength of the United Nations as a body and its willingness to go along with the United States? <BR><BR>Mr. Fleischer: Well, I think this is one of the issues that will be tested here. And it's not just the United States, there are many nations around the world. But clearly, if the United Nations had continued on the path that it had been on, there would still be no inspectors inside Iraq. And so I think the process that has begun here is a process where the president has been working through multilateral channels, where the president made the decision to work with the United Nations to try to achieve the goal of disarmament to protect the peace. <BR><BR>But if the '90s were any guide, the United Nations needed President Bush to come along and give it the spine that was required to at long last get the inspectors back into Iraq so that peace could have one final chance. </P>  <P>[text omitted]<BR><BR>Mr. Fleischer: Well, this document was not billed as that Saddam Hussein poses an immediate threat. That's the case that is made in a variety of ways. What this document goes through at great length is the fact that Saddam Hussein has lied, is lying, and will lie. And one of the areas that he does that is through exploitation of Islam. <BR><BR>I think one of the points that is made here is that Saddam Hussein deny's pilgrims in Iraq the right to make the Hadj to Saudi Arabia, yet he professes to be a man of faith. It is one of the most central tenets of Islam to allow people to travel to Saudi Arabia for the Hadj.</P>  <P>[text omitted] </P>  <P>Question: Ari, the president says that Saddam's pursuit of weapons of mass destruction is a threat to the United States and to its allies. Are there any plans or any intentions from Iraq to use those weapons of mass destruction to either strike the United States or its allies? Is there any proof of that? <BR><BR>Mr. Fleischer: Any proof of it? I think the best guide is history. The best guide is what Saddam Hussein has done in the past, where he has attacked his neighbors. And I remind you also, under Saddam Hussein's obligations to the world, he is prohibited from having, for example, ballistic missiles with a range in excess of 150 kilometers. And so he is prohibited from even having the means to engage in these attacks. <BR><BR>The fear is, however, as Secretary [Richard] Armitage pointed out very vividly today, Saddam Hussein in the late '90s was found by the United Nations to be in possession of long-range missiles, to be in possession of anthrax, mustard gas, VX gas, sarin, botulin. The question is, what has Saddam Hussein done with the very weapon systems prohibited to him that the United Nations said he has. Where are they? What has he done with them? <SPAN class=HIGHLIGHTED>He certainly has not provided the world with any proof that he has destroyed them, leading to the conclusion that, of course, he still has them.</SPAN> <BR><BR>Question: But, Ari, you're saying that there's no U.S. intelligence to show that he has any intention of using these weapons against the United States? <BR><BR>Mr. Fleischer: I didn't say that. <BR><BR>Question: Is there? <BR><BR>Mr. Fleischer: I don't discuss intelligence information as a matter of routine. <BR><BR>Question: So are there any indications or plans that Saddam Hussein, beyond having a nuclear—weapons of mass destruction, would have any intention of using them against the United States? <BR><BR>Mr. Fleischer: <SPAN class=HIGHLIGHTED>Again, I think his intention is best judged by his past. He has them and he's used them before. The fear is that he will use them again.<SPAN class=HIGHLIGHTED></P>Well, I think that as you've seen Secretary Armitage today spoke out about Iraq's attempts to deceive and to deny the very fact that they were shown by the United Nations to be in possession of weapons that remain unaccounted for ...</SPAN></SPAN>",True,"Iraq, WMD, chemical, biological, nuclear, FS","Saddam Hussein, George W. Bush, Ari Fleischer",http://georgewbush-whitehouse.archives.gov/news/releases/2003/01/print/20030121-7.html,,"SOURCE: Office of the White House Press Secretary, press briefing by Ari Fleischer, January 21, 2003.",Ari Fleischer
610,2003-01-21,"U.K.&nbsp;Commits 30,000 to Gulf, Largest Deployment Since Kosovo; Iraq Vows To Aid U.N. Team, Dissent From Paris and Berlin","<P>Britain yesterday [January 20, 2003] announced plans to send 30,000 armed forces personnel to the Gulf in preparation for a possible war against Iraq, in the U.K.'s biggest military deployment since the Kosovo war. As Iraq pledged to step up its assistance to United Nations inspectors seeking weapons of mass destruction, the government spelled out the full scale of its commitment to a possible military campaign, insisting the deployment could not be seen as a token force. </P>  <P>[text omitted]<BR><BR>Colin Powell, U.S. secretary of state, warned that the Security Council ""cannot fail to take the action that may be necessary because we are afraid of what others might do; cannot be shocked into impotence because we're afraid of the difficult choices that are ahead of us"". But Dominique de Villepin, French foreign minister, and Joschka Fischer, his German counterpart, spoke out strongly against military action at this stage. Mr. de Villepin said: ""We believe that today nothing justifies envisaging military action.""</P>",False,"Iraq, WMD","Saddam Hussein, Tony Blair, Colin Powell, Hans Blix",,,"SOURCE: James Blitz, Kim Ghattas, and Mark Turner, ""UK commits 30,000 to Gulf largest deployment since Kosovo: Iraq vows to aid UN Team: Dissent from Paris and Berlin,"" <EM>Financial Times,</EM> January 21, 2003, page 1.",
611,2003-01-21,"Bob Woodward, <EM>Plan of Attack</EM>:<EM> </EM>Deputy Secretary of State Richard Armitage Does Not Want To Publicly Unveil the White House Document ""Apparatus of Lies""","<P>At the State Department, Armitage received a call from the White House communications office saying they had compiled a 33-page document called ""Apparatus of Lies"" on Saddam's propaganda. They wanted him to unveil it in public. </P>  <P>[text omitted]<BR><BR>Armitage read through it and thought, What bullshit! It was mostly old stories about Saddam's lies stemming from the 1991 Gulf War period, with no clear rationale about why the administration might go to war in 2003. </P>  <P>[text omitted]<BR><BR>Armitage told the White House, ""This is awful. I'm not going to touch it."" You've got to give a speech, said a White House aide. Why? Now was the time, it had been decided, they really needed him out there, Wolfowitz was also going to give a speech. Finally Armitage agreed. ""But the price of me giving it, no clearance on the speech,"" he said. </P>  <P>[text omitted]<BR><BR>He was finding it harder and harder to keep from being sucked into the White House's propaganda apparatus. On January 21, Armitage spoke before the U.S. Institute of Peace, a nonpartisan group established by Congress to promote and fund peace efforts. </P>  <P>[text omitted]<BR><BR>He said offhandedly (in the speech) that a document called ""Apparatus of Lies"" was available in the back of the room. ""I commend it to you to the extent that the past is prologue.""</P>",False,Iraq,"Saddam Hussein, George W. Bush",,,"<P>SOURCE: Bob Woodward, <EM>Plan of Attack: The Definitive Account of the Decision to Invade Iraq</EM> (New York: Simon &amp; Schuster, 2004), pages 286–287.</P>",
612,2003-01-22,"President Bush, Remarks in St. Louis","<SPAN class=HIGHLIGHTED>The dictator of Iraq has got weapons of mass destruction. He has used weapons of mass destruction. He can't stand America and what we stand for. He can't stand our friends and allies. He's a dangerous, dangerous man with dangerous, dangerous weapons. And that's why the world came together at the United Nations Security Council and said, Mr. Saddam Hussein must disarm. The message was as clear as can possibly be delivered—Mr. Saddam Hussein must disarm. He's a dangerous man, with dangerous weapons. He's a danger to America, and our friends and allies. And that's why the world has said, disarm.</SPAN> <BR><BR>And the first step of that disarmament was for him to make a declaration of his weapons—12,000 pages of deceit and deception were placed at the U.N. Security Council. We know what it means to disarm; we know what a disarmed regime does. We know how a disarmed regime accounts for weapons of mass destruction. <SPAN class=HIGHLIGHTED>Saddam Hussein is not disarming, like the world has told him he must do. <BR><BR>He's a dangerous man, with dangerous weapons. He's a danger to America, and our friends and allies. And that's why the world has said, disarm.</SPAN> <BR><BR>But Saddam Hussein has learned lessons from the past. See, the first time he was told to disarm was 11 years ago. He is adept at deception and delays and denying. He asked for more time so he can give the so-called inspectors more runaround. He's interested in playing hide and seek in a huge country. He's not interested in disarming. <BR><BR>I hope the world has learned the lessons from the past, just like Saddam Hussein has learned the lessons from the past, but in a different way. It's time for us to hold the world to account, and for Saddam to be held to account. We must not—(applause.) We must not be fooled by the ways of the past. After all, we just discovered undeclared chemical warheads in Iraq. It's incredibly troubling and disturbing for a man—that is evidence of a man not disarming. <BR><BR>He wants to play a game. For the sake of peace, we must not let him play a game. And so the resolutions of the Security Council will be enforced. (Applause.) <BR><BR><SPAN class=HIGHLIGHTED>My hope is that Saddam Hussein will disarm voluntarily; that's my hope. I take seriously the commitment of any troop into combat. I desire peace. But in the name of peace, in the name of securing our future, if Saddam Hussein will not disarm, the United States of America and friends of freedom will disarm Saddam Hussein. (Applause.)</SPAN> <BR><BR>And should that path be forced upon us, there will be serious consequences. There will be serious consequences for the dictator in Iraq. And there will be serious consequences for any Iraqi general or soldier who were to use weapons of mass destruction on our troops or on innocent lives within Iraq. (Applause.) Should any Iraqi officer or soldier receive an order from Saddam Hussein, or his sons, or any of the killers who occupy the high levels of their government, my advice is, don't follow that order. Because if you choose to do so, when Iraq is liberated, you will be treated, tried and persecuted as a war criminal. (Applause.) <BR><BR>And there will be serious consequences—should we be forced into action, there will be serious consequences for the Iraqi people—and that's freedom, freedom from oppression. (Applause.) Freedom from oppression, freedom from torture, freedom from murder, freedom to realize your God-given talents. <BR><BR>And so we've got a lot of challenges when it comes to keeping the peace. But this great, mighty nation, this kind, generous, compassionate nation will lead the world to peace, so that not only our children, but children in the far reaches of our globe can grow up in a peaceful society. (Applause.)",True,"Iraq, WMD, chemical, biological, nuclear, FS","Saddam Hussein, George W. Bush",http://georgewbush-whitehouse.archives.gov/news/releases/2003/01/20030122-4.html,,"SOURCE: Office of the White House Press Secretary, remarks by George W. Bush, January 22, 2003.",George W. Bush
613,2003-01-22,White House Press Briefing Aboard Air Force One by Ari Fleischer,"<P>Mr. Fleischer: Thank you for clearing that up. The technical term for that is ""slip of the tongue."" Other items I just want to point out to you—one day after issuing the Apparatus of Lies, describing Saddam Hussein's willingness to lie to the Iraqi people and to the world, Saddam Hussein this morning lied to the Iraqi people and the world. Iraq claimed to have shot down a Predator this morning. There is no truth to the Iraqi claim. They couldn't even wait 24 hours to show the world that they, once again, lie.&nbsp;</P>  <P>[text omitted]&nbsp;<BR><BR>Question: Do you have any comment on a report out of Russia today that the United States has already declared—or given the orders to go ahead and begin a war, I think it's in mid-February? <BR><BR>Mr. Fleischer: No, I have no comments on anything of that nature. The president has not made any final conclusions. And even if he had, if there was a discussion of the dates, I certainly would not discuss them. <BR><BR>But I do want to point out, there are people—going back to some of the polling questions—who are critical of the president because he hasn't moved yet. And there are a number of conservatives who think that the president should have moved already against Iraq. And so, when they talk about do you approve or disapprove of the president's handling of Iraq, don't forget to take into account that there are conservatives who think he should have dealt with the issue already. <BR><BR>Question: You know, that didn't really sound like much of a denial on the idea of an order being given for war. <BR><BR>Mr. Fleischer: I've said that the president has not reached any final conclusions and that I don't talk about timetables. I'm never going to answer a question about a timetable —</P>",False,"Iraq, WMD","Saddam Hussein, George W. Bush, Ari Fleischer",http://georgewbush-whitehouse.archives.gov/news/releases/2003/01/20030122-5.html,,"SOURCE: Office of the White House Press Secretary, press briefing by Ari Fleischer, January 22, 2003.",
614,2003-01-23,"Deputy&nbsp;Defense Secretary&nbsp;Paul Wolfowitz, Speech on Iraq Disarmament","<P>As terrible as the attacks of September 11th were, however, we now know that the terrorists are plotting still more and greater catastrophes. <SPAN class=HIGHLIGHTED>We know they are seeking more terrible weapons—chemical, biological, and even nuclear weapons. In the hands of terrorists, what we often call weapons of mass destruction would more accurately be called weapons of mass terror. The threat posed by the connection between terrorist networks and states that possess these weapons of mass terror presents us with the danger of a catastrophe that could be orders of magnitude worse than September 11th. Iraq's weapons of mass terror and the terror networks to which the Iraqi regime are linked are not two separate themes—not two separate threats. They are part of the same threat. Disarming Iraq and the war on terror are not merely related. Disarming Iraq of its chemical and biological weapons and dismantling its nuclear weapons program is a crucial part of winning the war on terror. Iraq has had 12 years now to disarm, as it agreed to do at the conclusion of the Gulf War. But, so far, it has treated disarmament like a game of hide and seek—or, as Secretary of State Powell has termed it, ""rope-a-dope in the desert.""</SPAN>&nbsp;</P>  <P>[text omitted]&nbsp;<BR><BR>In Iraq's case, unfortunately, the situation is the opposite. U.N. Security Council Resolution 1441 gave Saddam Hussein one last chance to choose a path of cooperative disarmament, one that he was obliged to take and agreed to take 12 years ago. We were under no illusions that the Baghdad regime had undergone the fundamental change of heart that underpinned the successes I just mentioned. Nevertheless, there is still the hope—if Saddam is faced with a serious enough threat that he would otherwise be disarmed forcibly and removed from power—there is still the hope that he might decide to adopt a fundamentally different course. But time is running out. <BR><BR><SPAN class=HIGHLIGHTED>The United States entered this process hopeful that it could eliminate the threat posed by Iraq's weapons of mass terror without having to resort to force.</SPAN> And we've put more than just our hopes into this process. Last fall, the Security Council requested member states to give, quote, ""full support,"" unquote, to U.N. inspectors. </P>  <P>[text omitted]<BR><BR>Let's consider for a moment what inspectors can do and what they can't. As the case of South Africa and the other success stories demonstrate, inspection teams can do a great deal to verify the dismantling of a program if they are working with a cooperative government that wants to prove to the world it has disarmed. <SPAN class=HIGHLIGHTED>It is not the job of inspectors to disarm Iraq; it is Iraq's job to disarm itself. What inspectors can do is confirm that a country has willingly disarmed and provided verifiable evidence that it has done so.</SPAN> If a government is unwilling to disarm itself, it is unreasonable to expect the inspectors to do it for them. They cannot be charged with a ""search and destroy"" mission to uncover so-called smoking guns, especially not if the host government is intent on hiding them and impeding the inspectors' every move. Inspectors cannot verify the destruction of weapons materials if there are no credible records of their disposition. <BR><BR>Think about it for a moment. When an auditor discovers discrepancies in the books, it is not the auditor's obligation to prove where the embezzler has stashed his money. It is up to the person or institution being audited to explain the discrepancy. It is quite unreasonable to expect a few hundred inspectors to search every potential hiding place in a country the size of France, even if nothing were being moved. <SPAN class=HIGHLIGHTED>And, of course, there is every reason to believe that things are being moved constantly and hidden. The whole purpose, if you think about it, for Iraq constructing mobile units to produce biological weapons could only have been to be able to hide them. We know about that capability from defectors and other sources, but unless Iraq comes clean about what it has, we cannot expect the inspectors to find them. <BR><BR>Nor is it the inspectors' role to find Saddam's hidden weapons when he lies about them and conceals them.</SPAN> That would make them not inspectors, but detectives, charged with going through that vast country, climbing through tunnels and searching private homes. Sending a few hundred inspectors to search an area the size of the state of California would be to send them on a fool's errand or to play a game. And let me repeat: this is not a game. <BR><BR>David Kay, a former chief UNSCOM [United Nations Special Commission] inspector, has said that confirming a country's voluntary disarmament is a job that should not take months or years. With cooperation, it would be relatively simple because the real indicators of disarmament are readily apparent. They start with the willingness of the regime to be disarmed, the commitments communicated by its leaders, the disclosure of the full scope of work on weapons of mass destruction, and verifiable records of dismantling and destruction. <BR><BR><SPAN class=HIGHLIGHTED>Unfortunately, though not surprisingly, we have seen none of these indications of willing disarmament from Iraq.</SPAN> <BR><BR>So let's discuss what disarmament does not look like. Despite our skepticism about the intentions of the Baghdad regime, we entered the disarmament process in good faith. Iraq has done anything but that. <BR><BR><SPAN class=HIGHLIGHTED>Instead of a high-level commitment to disarmament, Iraq has a high-level commitment to concealing its weapons of mass terror.</SPAN> Instead of charging national institutions with the responsibility to dismantle programs, key Iraqi organizations operate a concealment effort that targets inspectors and thwarts their efforts. Instead of the full cooperation and transparency that is evident in each of those disarmament success stories, Iraq has started the process by openly defying the requirement of Resolution 1441, and I quote, ""to provide a currently accurate, full and complete"" declaration of all of its programs. <BR><BR>Indeed, with its December 7th declaration, Iraq resumed a familiar process of deception. Secretary Powell has called that 12,200-page document a catalogue of recycled information and brazen omissions that the secretary said, ""totally fails to meet the resolution's requirements. Most brazenly of all""—I'm still quoting Powell—""the Iraqi declaration denies the existence of any prohibited weapons programs at all,"" unquote. Among those omissions are large quantities of anthrax and other deadly biological agents and nuclear-related items that the U.N. Special Commission concluded Iraq had not accounted for. There are also gaps in accounting for such deadly items as 1.5 tons of the nerve gas VX, 550 mustard-filled artillery shells, and 400 biological weapons-capable aerial bombs that the U.N. Special Commission concluded in 1999—and this is the U.N.'s conclusion—Iraq had failed to account for. </P>  <P>[text omitted]<BR><BR>Today, those practices continue, except that over the last 12 years, Iraqi preparations for concealing their illegal programs have become more extensive and sophisticated. <SPAN class=HIGHLIGHTED>Iraq's national policy is not to disarm but rather to hide its weapons of mass terror.</SPAN> That effort, significantly—the effort of concealment—is led by none other than Saddam's own son, Qusay, who uses a Special Security Organization under his control for that purpose. Other security organizations contribute to these ""anti-inspection"" activities, including the National Monitoring Directorate, whose ostensible purpose is to facilitate inspections. Instead, it provides tip-offs of sites that are about to be inspected and uses ""minders"" to intimidate witnesses. Iraqi security organizations and a number of government agencies provide thousands of personnel to hide documents and materials from inspectors, to sanitize inspection sites and to monitor the inspectors' activities. Indeed, the ""anti-inspectors"" vastly outnumber the couple of hundred of U.N. personnel on the ground in Iraq. <BR><BR>Already, we have multiple reports and other evidence of intensified efforts to hide documents in places where they are unlikely to be found, such as private homes of low-level officials and universities. We have reports and other evidence of prohibited material and documents being relocated to agricultural areas and private homes or hidden beneath mosques and hospitals. Furthermore, according to these reports, the material is moved constantly, making it difficult to trace or find without absolutely fresh intelligence. <SPAN class=HIGHLIGHTED>It is a shell game played on a grand scale with deadly serious weapons.</SPAN> <BR><BR>Those efforts at concealment are assisted by active surveillance and penetration of the inspectors. In the past, Iraq systematically used its intelligence capabilities to support efforts to conceal its illegal activities. Former inspector David Kay recalled that in 1991, the inspectors came across a document warning the chief security official of the facility they were about to inspect, that David Kay would lead the U.N. team. That warning had been issued less than 48 hours after the decision had been made for Kay to lead the team, and at that time, fewer than 10 people within the inspection organization were supposed to know the operational plan. </P>  <P>[text omitted]<BR><BR><SPAN class=HIGHLIGHTED>If Iraq were to choose to comply with the requirement to dismantle its weapons of mass terror, we would know it.</SPAN> We would know it from their full and complete declaration of everything that we know that they have, as well as by revelations of programs that our intelligence has probably not yet discovered. Recall that after the Gulf War, we were stunned by the magnitude of Iraq's nuclear program, despite all of our intelligence efforts and those of our allies, including Israel, and even though Iraq had been subject to IAEA [International Atomic Energy Agency]&nbsp;inspections for many years. <BR><BR>We would know it if we saw an attitude on the part of the Iraqi government that encouraged people to cooperate with inspectors, rather than intimidated them into silence and lies. We would know it when inspectors were able to go about their work without being spied on or penetrated. And we would know it most of all when Iraqi scientists and others familiar with the program were clearly speaking freely. <BR><BR>But in the absence of full cooperation, particularly in the absence of full disclosure of what Iraq has actually done, <SPAN class=HIGHLIGHTED>we cannot expect that the U.N. inspectors have the capacity to disarm an uncooperative Iraq,</SPAN> even with the full support of American intelligence and the intelligence of other nations. <BR><BR>American intelligence capabilities are extraordinary, but they are far from the omniscient, all-seeing eye depicted in some Hollywood movies. For a great body of what we need to know, we are dependent on traditional methods of intelligence—that is to say, human beings, who either deliberately or inadvertently are communicating to us. </P>  <P>[text omitted]<BR><BR><SPAN class=HIGHLIGHTED>So, we come back to the imperative: Baghdad must disarm, peacefully if at all possible, but by force if necessary. The decision on whether Iraq's weapons of mass terror will be dismantled voluntarily or whether it will have to be done by force is not up to us, it is not up to the inspectors, it is not up to the United Nations. The decision rests entirely with Saddam Hussein. So far, he has not made the fundamental decision to disarm, and unless he does, the threat posed by his weapons programs will remain with us, and, indeed, it will grow. <BR><BR>Yes, there are real dangers in confronting a tyrant who has and uses weapons of mass terror and has links to terrorists.</SPAN> But those dangers will only grow. They are far greater now than they would have been five or 10 years ago, and they will be much greater still five or 10 years from now. President Bush has brought the world to an extraordinary consensus and focus on this problem; it is time to see it resolved, voluntarily or by force, but resolved one way or another. And time is running out.</P>",True,"Iraq, WMD, chemical, biological, nuclear, FS","Saddam Hussein, George W. Bush, Paul Wolfowitz, Colin Powell, Hans Blix",http://www.defenselink.mil/transcripts/transcript.aspx?transcriptid=1335,,"SOURCE: Office of the Assistant Secretary of Defense (Public Affairs), speech by Deputy Secretary Paul Wolfowitz, January 23, 2003.",Paul Wolfowitz
615,2003-01-23,White House Press Briefing by Ari Fleischer,"Question:—saying is that it's up to Saddam Hussein to show that he's disarmed, and then you're saying, he's not to be trusted, he hasn't disarmed—what options does he have left to actually change course — <BR><BR>Mr. Fleischer: <SPAN class=HIGHLIGHTED>Disarm. Disarm. Show the world where he is hiding his weapons and disarm them.</SPAN> <BR><BR>Question: How could you possibly know that if you don't trust what he says or what he does? <BR><BR>Mr. Fleischer: <SPAN class=HIGHLIGHTED>Because we know he has weapons of mass destruction.</SPAN>",True,"Iraq, WMD, FS","Saddam Hussein, George W. Bush, Ari Fleischer",http://georgewbush-whitehouse.archives.gov/news/releases/2003/01/20030123-3.html,,"SOURCE: Office of the White House Press Secretary, press briefing by Ari Fleischer, January 23, 2003.",Ari Fleischer
616,2003-01-23,"National Security Adviser Condoleezza Rice's <EM>New York Times</EM> Column, ""Why We Know Iraq is Lying""","<P>Eleven weeks after the United Nations Security Council unanimously passed a resolution demanding yet again that Iraq disclose and disarm all its nuclear, chemical, and biological weapons programs, it is appropriate to ask, <SPAN class=HIGHLIGHTED>""Has Saddam Hussein finally decided to voluntarily disarm?"" Unfortunately, the answer is a clear and resounding no.</SPAN> <BR><BR>There is no mystery to voluntary disarmament. Countries that decide to disarm lead inspectors to weapons and production sites, answer questions before they are asked, state publicly and often the intention to disarm and urge their citizens to cooperate. The world knows from examples set by South Africa, Ukraine, and Kazakhstan what it looks like when a government decides that it will cooperatively give up its weapons of mass destruction. The critical common elements of these efforts include a high-level political commitment to disarm, national initiatives to dismantle weapons programs, and full cooperation and transparency.&nbsp;</P>  <P>[text omitted]&nbsp;<BR><BR>Iraq's behavior could not offer a starker contrast. <SPAN class=HIGHLIGHTED>Instead of a commitment to disarm, Iraq has a high-level political commitment to maintain and conceal its weapons</SPAN>, led by Saddam Hussein and his son Qusay, who controls the Special Security Organization, which runs Iraq's concealment activities. Instead of implementing national initiatives to disarm, Iraq maintains institutions whose sole purpose is to thwart the work of the inspectors. And instead of full cooperation and transparency, Iraq has filed a false declaration to the United Nations that amounts to a 12,200-page lie. <BR><BR>For example, the [Iraqi] declaration fails to account for or explain Iraq's efforts to get uranium from abroad, its manufacture of specific fuel for ballistic missiles it claims not to have, and the gaps previously identified by the United Nations in Iraq's accounting for more than two tons of the raw materials needed to produce thousands of gallons of anthrax and other biological weapons. <BR><BR>Many questions remain about Iraq's nuclear, chemical and biological weapons programs and arsenal and it is Iraq's obligation to provide answers. It is failing in spectacular fashion. By both its actions and its inactions, <SPAN class=HIGHLIGHTED>Iraq is proving not that it is a nation bent on disarmament, but that it is a nation with something to hide. Iraq is still treating inspections as a game. It should know that time is running out.</SPAN></P>",True,"Iraq, WMD, chemical, biological, nuclear, FS","Saddam Hussein, George W. Bush, Condoleezza Rice",http://georgewbush-whitehouse.archives.gov/news/releases/2003/01/20030123-1.html,,"SOURCE: Condoleezza Rice, ""Why We Know Iraq Is Lying,"" <EM>The New York Times,</EM> January 23, 2003, page 25.",Condoleezza Rice
617,2003-01-24,White House Issues Report: 'What Does Disarmament Look Like?',Editor’s Note: The White House report can be viewed in its entirety at the link provided here.,False,"Iraq, WMD, chemical, biological, nuclear","Saddam Hussein, George W. Bush",http://georgewbush-whitehouse.archives.gov/infocus/iraq/disarmament/disarmament.pdf,,"SOURCE: Office of the White House Press Secretary, ""What Does Disarmament Look Like?"" January 2003.",
618,2003-01-24,Hans Blix's Analysis of 'What Does Disarmament Look Like?',"A few days before the meeting, the White House issued a document with the title ""What does disarmament look like?"" The familiar line was taken that the test was whether Iraq ""had made a strategic decision to give up its mass destruction weapons."" The document failed to register that Iraq had so far invariably provided prompt access to any sites and argued instead—plausibly, but without evidence—that Iraq was still running ""highly organized concealment efforts."" It noted that numerous quantities of weapons were ""unaccounted for,"" which was correct but led the reader to the conclusion that the unaccounted items existed—which was uncertain. It further relied on several contentions which later proved unfounded or erroneous, including the allegation that Iraq sought to procure uranium abroad, which presumably was based on a document later proved to be a forgery.",False,"Iraq, WMD, chemical, biological, nuclear","Saddam Hussein, George W. Bush, Hans Blix",,,"<P>SOURCE: Hans Blix, <EM>Disarming Iraq: The Former Director of the UN Inspection Commission Gives His Account of the Search for Weapons of Mass Destruction and the Events Leading Up to America's Invasion and Occupation of Iraq</EM> (New York: Pantheon Books/Random House, 2004), page 136.</P>",
619,2003-01-24,White House Press Briefing by Ari Fleischer,"Question: Does the president, therefore, believe that that refusal constitutes a material breach of the U.N. resolution 1441? <BR><BR>Mr. Fleischer: The president does not look at this as a lawyerly matter of the word. <SPAN class=HIGHLIGHTED>The president looks at this as a practical matter of whether or not Saddam Hussein has any intention of disarming. And Saddam Hussein is engaging in a constant pattern now, and an increasing pattern of defying the inspectors, refusing to cooperate, showing the inspectors facilities in which he knows that nothing will be found, but all the while thwarting the goodwill and the good intentions of the inspectors to carry out their mission by stopping them from engaging in the practices that history has shown are the most successful practices in discovering what weapons he has.</SPAN>",True,"Iraq, WMD, FS","Saddam Hussein, George W. Bush, Hans Blix",http://georgewbush-whitehouse.archives.gov/news/releases/2003/01/20030124-3.html,,"SOURCE: Office of the White House Press Secretary, press briefing by Ari Fleischer, January 24, 2003.",Ari Fleischer
